dataset,assessor,target,pct,cut,bal_acc,realized_flag
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,43,0.003173,0.7657,0.5700
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,44,0.004070,0.7644,0.5601
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,45,0.006693,0.7663,0.5501
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,46,0.008577,0.7667,0.5402
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,47,0.014064,0.7674,0.5301
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,48,0.017986,0.7676,0.5200
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,49,0.037327,0.7688,0.5102
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,50,0.047426,0.7682,0.5001
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,51,0.075858,0.7659,0.4900
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,52,0.119203,0.7659,0.4802
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,53,0.182426,0.7645,0.4701
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,54,0.268941,0.7634,0.4600
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,55,0.377541,0.7626,0.4502
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,56,0.500000,0.7607,0.4401
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,57,0.562176,0.7565,0.4302
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,58,0.679179,0.7567,0.4201
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,59,0.777300,0.7557,0.4101
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,60,0.851953,0.7523,0.4002
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,61,0.880797,0.7509,0.3901
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,62,0.924142,0.7460,0.3801
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,63,0.952574,0.7397,0.3702
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,64,0.970688,0.7379,0.3601
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,65,0.977023,0.7339,0.3501
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,66,0.982014,0.7305,0.3402
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,67,0.989013,0.7278,0.3301
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,68,0.993307,0.7238,0.3200
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,69,0.994780,0.7192,0.3102
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,70,0.995930,0.7135,0.3001
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,71,0.997527,0.7085,0.2902
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,72,0.998499,0.7033,0.2802
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,73,0.998830,0.6964,0.2701
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,74,0.999290,0.6922,0.2602
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,75,0.999447,0.6861,0.2502
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,76,0.999569,0.6808,0.2401
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,77,0.999739,0.6754,0.2302
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,78,0.999842,0.6676,0.2201
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,79,0.999877,0.6624,0.2101
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,80,0.999904,0.6552,0.2002
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,81,0.999942,0.6492,0.1901
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,82,0.999955,0.6429,0.1803
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,83,0.999972,0.6351,0.1702
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,84,0.999983,0.6290,0.1601
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,85,0.999987,0.6206,0.1503
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,86,0.999992,0.6137,0.1402
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,87,0.999995,0.6055,0.1301
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,88,0.999996,0.5980,0.1203
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,89,0.999998,0.5902,0.1102
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,90,0.999999,0.5835,0.1003
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,91,0.999999,0.5753,0.0902
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,92,0.999999,0.5680,0.0806
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,93,1.000000,0.5598,0.0701
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,94,1.000000,0.5527,0.0602
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,95,1.000000,0.5451,0.0508
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,96,1.000000,0.5357,0.0403
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,97,1.000000,0.5281,0.0313
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,98,1.000000,0.5193,0.0210
alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,99,1.000000,0.5092,0.0103
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1,0.000000,0.5204,0.9900
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,2,0.000000,0.5404,0.9799
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,3,0.000000,0.5597,0.9701
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,4,0.000001,0.5793,0.9600
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,5,0.000007,0.5960,0.9500
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,6,0.000035,0.6106,0.9400
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,7,0.000123,0.6248,0.9300
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,8,0.000261,0.6366,0.9201
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,9,0.000710,0.6474,0.9101
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,10,0.002473,0.6591,0.9000
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,11,0.005220,0.6683,0.8900
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,12,0.014064,0.6787,0.8800
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,13,0.029312,0.6895,0.8699
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,14,0.060087,0.6984,0.8601
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,15,0.119203,0.7063,0.8500
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,16,0.222700,0.7147,0.8400
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,17,0.320821,0.7226,0.8300
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,18,0.500000,0.7285,0.8200
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,19,0.622459,0.7323,0.8101
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,20,0.731059,0.7382,0.8001
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,21,0.817574,0.7436,0.7900
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,22,0.880797,0.7491,0.7800
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,23,0.924142,0.7549,0.7700
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,24,0.952574,0.7563,0.7601
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,25,0.970688,0.7584,0.7501
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,26,0.982014,0.7588,0.7400
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,27,0.985936,0.7609,0.7300
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,28,0.991423,0.7626,0.7200
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,29,0.993307,0.7636,0.7101
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,30,0.995930,0.7623,0.7001
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,31,0.996827,0.7607,0.6901
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,32,0.997527,0.7611,0.6800
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,33,0.998073,0.7616,0.6700
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,34,0.998499,0.7628,0.6600
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,35,0.998830,0.7629,0.6501
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,36,0.999089,0.7638,0.6401
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,37,0.999447,0.7642,0.6301
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,38,0.999569,0.7651,0.6200
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,39,0.999569,0.7659,0.6100
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,40,0.999739,0.7631,0.6001
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,41,0.999797,0.7611,0.5901
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,42,0.999842,0.7598,0.5801
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,43,0.999842,0.7582,0.5700
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,44,0.999877,0.7541,0.5600
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,45,0.999904,0.7521,0.5501
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,46,0.999925,0.7484,0.5401
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,47,0.999942,0.7451,0.5301
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,48,0.999955,0.7434,0.5201
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,49,0.999965,0.7393,0.5100
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,50,0.999972,0.7360,0.5002
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,51,0.999979,0.7344,0.4901
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,52,0.999983,0.7336,0.4801
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,53,0.999983,0.7294,0.4701
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,54,0.999987,0.7257,0.4600
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,55,0.999990,0.7216,0.4500
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,56,0.999992,0.7192,0.4401
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,57,0.999994,0.7142,0.4301
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,58,0.999994,0.7105,0.4201
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,59,0.999995,0.7073,0.4102
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,60,0.999996,0.7018,0.4000
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,61,0.999997,0.6982,0.3903
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,62,0.999997,0.6933,0.3803
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,63,0.999998,0.6899,0.3709
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,64,0.999998,0.6840,0.3601
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,65,0.999998,0.6795,0.3500
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,66,0.999999,0.6750,0.3402
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,67,0.999999,0.6685,0.3303
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,68,0.999999,0.6634,0.3201
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,69,0.999999,0.6576,0.3101
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,70,0.999999,0.6535,0.3002
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,71,1.000000,0.6483,0.2905
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,72,1.000000,0.6439,0.2806
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,73,1.000000,0.6395,0.2703
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,74,1.000000,0.6351,0.2604
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,75,1.000000,0.6305,0.2504
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,76,1.000000,0.6262,0.2400
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,77,1.000000,0.6208,0.2306
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,78,1.000000,0.6147,0.2203
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,79,1.000000,0.6101,0.2107
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,80,1.000000,0.6057,0.2010
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,81,1.000000,0.6011,0.1908
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,82,1.000000,0.5961,0.1802
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,83,1.000000,0.5914,0.1706
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,84,1.000000,0.5889,0.1631
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,85,1.000000,0.5827,0.1518
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,86,1.000000,0.5782,0.1432
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,87,1.000000,0.5722,0.1328
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,88,1.000000,0.5665,0.1205
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,89,1.000000,0.5618,0.1103
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,90,1.000000,0.5570,0.1010
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,91,1.000000,0.5512,0.0904
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,92,1.000000,0.5468,0.0801
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,93,1.000000,0.5421,0.0724
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,94,1.000000,0.5377,0.0633
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,95,1.000000,0.5303,0.0514
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,96,1.000000,0.5233,0.0403
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,97,1.000000,0.5193,0.0329
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,98,1.000000,0.5124,0.0213
alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,99,1.000000,0.5063,0.0108
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,1,0.000000,0.5229,0.9900
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,2,0.000000,0.5444,0.9800
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,3,0.000004,0.5660,0.9700
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,4,0.000028,0.5827,0.9600
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,5,0.000335,0.5993,0.9500
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,6,0.002473,0.6156,0.9400
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,7,0.014064,0.6314,0.9300
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,8,0.047426,0.6436,0.9200
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,9,0.148047,0.6541,0.9101
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,10,0.437823,0.6636,0.9001
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,11,0.679179,0.6719,0.8901
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,12,0.851953,0.6779,0.8801
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,13,0.924142,0.6875,0.8701
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,14,0.962673,0.6957,0.8601
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,15,0.977023,0.7022,0.8501
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,16,0.985936,0.7091,0.8401
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,17,0.991423,0.7137,0.8300
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,18,0.994780,0.7171,0.8200
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,19,0.996827,0.7205,0.8100
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,20,0.998073,0.7252,0.8000
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,21,0.998499,0.7294,0.7900
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,22,0.999089,0.7288,0.7800
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,23,0.999290,0.7330,0.7700
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,24,0.999569,0.7311,0.7600
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,25,0.999665,0.7322,0.7500
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,26,0.999739,0.7343,0.7400
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,27,0.999842,0.7350,0.7300
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,28,0.999877,0.7339,0.7200
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,29,0.999904,0.7350,0.7100
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,30,0.999925,0.7357,0.7000
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,31,0.999942,0.7342,0.6900
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,32,0.999965,0.7332,0.6800
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,33,0.999972,0.7348,0.6700
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,34,0.999979,0.7315,0.6601
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,35,0.999983,0.7317,0.6501
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,36,0.999987,0.7298,0.6401
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,37,0.999990,0.7283,0.6301
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,38,0.999991,0.7285,0.6201
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,39,0.999992,0.7293,0.6102
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,40,0.999994,0.7282,0.6001
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,41,0.999995,0.7253,0.5901
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,42,0.999996,0.7238,0.5801
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,43,0.999997,0.7218,0.5701
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,44,0.999997,0.7186,0.5601
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,45,0.999998,0.7171,0.5503
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,46,0.999998,0.7148,0.5404
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,47,0.999998,0.7118,0.5301
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,48,0.999999,0.7072,0.5201
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,49,0.999999,0.7042,0.5106
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,50,0.999999,0.7037,0.5002
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,51,0.999999,0.7008,0.4900
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,52,0.999999,0.6998,0.4802
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,53,0.999999,0.6978,0.4702
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,54,1.000000,0.6936,0.4600
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,55,1.000000,0.6913,0.4502
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,56,1.000000,0.6892,0.4400
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,57,1.000000,0.6882,0.4308
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,58,1.000000,0.6856,0.4205
alfworld,Llama-3.3-70B-Instruct,Phi-4-mini-instruct,59,1.000000,0.6813,0.4104
