task_id,step_idx,MTE_A,MTE_T,MaxTE_A,MaxTE_T,PPL_A,PPL_T,SP_A,SP_T,chat_ingen_J,ptrue_A,ptrue_R,ptrue_T,tau,loop_flag,obs_changed,in_admissible,judge_correct_frac,judge_n_valid
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,6,0.0013568069607990858,0.44692520556224424,0.0026654399015761028,1.6797154713087612,1.0001420878119172,1.302390164415433,0.00028411506846759416,0.9999999999980211,0.1,0.18242542082955907,0.8519518702511321,0.3208202233720755,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,7,0.03257885193910131,0.46417161447764715,0.1626476127123173,2.0222448556496486,1.0064531185707373,1.319381363949369,0.031650237164809414,1.0,0.2,0.4999997822625421,0.8519525273577309,0.6224587104117665,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,8,0.10787322728220451,0.44414832542200433,0.7313460569984167,2.0292515165878187,1.0612479347131814,1.2796766849866215,0.34039795495443315,0.9999999999999943,0.3,0.9890130335797432,0.996827284898216,0.9770225191737821,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,9,0.0626610657185671,0.3798009716332864,0.3743885348838467,2.1142817670123364,1.0152817589353516,1.2344089022470088,0.08697956272489038,1.0,0.2,0.14804726089506667,0.8175736528323813,0.49999994258729114,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,10,0.0633061401847245,0.33647173842127065,0.44310844427449475,2.256838088347681,1.0206608282027638,1.2123875909199084,0.13337768343013245,0.9999999999574934,0.0,0.005220168987421424,0.005220163388130878,0.005220204280545511,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.3333333333333333,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,11,0.06496820767297343,0.38042497315073104,0.4543299632820828,2.2621024304556068,1.0194657885784288,1.2338920157630222,0.12624151448209542,1.0,0.2,0.11920334007771805,0.14804738624171448,0.1480480439296358,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,12,0.05830208086577237,0.3227567230699045,0.3491210047236492,1.834253535018129,1.016088912465304,1.184768798999596,0.09132260208393783,0.9999999989607985,0.0,0.00407023236395308,0.03732695213828624,0.017986371936719585,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.6666666666666666,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,13,0.07813083629388944,0.31744628424486854,0.6940433449028957,1.986664638872709,1.0663629757588833,1.214078083725331,0.4391399856388123,0.9999999999999999,0.05,0.02931234354412486,0.07585814206565923,0.01798623595539781,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",True,True,True,0.6666666666666666,3
look_at_obj_in_light-Bowl-None-DeskLamp-301/trial_T20190909_150719_492274,14,4.000057700005948e-05,0.2833010533246226,0.00024027412787384214,1.668055024862953,1.000003184567582,1.1933899971575883,2.229168911660473e-05,0.9999999978933637,0.0,0.0005527946148821579,0.010986958122177039,0.0024726782251693817,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.6666666666666666,3
look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,1,7.288362772325264e-05,0.26062780440989236,0.0004046706592763627,1.1427727697620764,1.0000060994591933,1.1620284388671422,3.659597390104352e-05,0.9995938105470474,0.05,0.0011695502248556654,0.004070133658344895,0.060086760062597416,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,2,0.00016218684066193927,0.25713173063139,0.0010636565783256025,1.424541259317574,1.0000152241026212,1.15374724792243,0.00010656222899230183,0.9999989101294867,0.05,0.003172721243523545,0.004070141860492782,0.01798639882057971,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,3,5.3842872718122375e-05,0.3460745828801722,0.00017976238034568494,1.698350171679439,1.0000040769420666,1.1959242789756634,2.0384461014044675e-05,0.9999999990308907,0.05,0.005220276233019987,0.02931228358742333,0.14804703909306954,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.0,3
look_at_obj_in_light-Bowl-None-DeskLamp-316/trial_T20190908_230702_962704,4,0.0003530858632339534,0.30711904499150244,0.0030799214305305732,1.7824750903803799,1.0000384989325393,1.2055077076492497,0.00034642370471682504,0.9999999999719521,0.05,0.060086770997776685,0.26894087073017103,0.11920298742052798,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,1,0.2839411166340236,0.31740159240791643,0.5678320726538053,1.2990098961987109,1.1378021966307676,1.214835455189732,0.22755696023026561,0.999999955641064,0.1,0.004070199399710035,0.060086231154451164,0.06008607816370101,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.6666666666666666,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,2,0.0001599981738580441,0.5070343547757232,0.0010336417078789146,1.7259831330102466,1.0000150538367865,1.3683138212869235,0.00010537051248749041,0.9999999999963659,0.4,0.4378229442889659,0.9890130172518581,0.962672455067168,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,3,0.07623173667541272,0.39103822304979863,0.5334287297260677,1.7425671281893078,1.0367005842273511,1.2630729765757394,0.2229900198600976,0.9999999999999484,0.4,0.3775406556709357,0.8519520011221238,0.14804731696021564,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,4,0.10725492868316537,0.4915194659854084,0.7486942396121791,1.9159118515635247,1.1059704353526476,1.3189688387958831,0.5059221589238023,1.0,0.4,0.2226998202690058,0.9975273601439412,0.437822257440461,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,5,0.0549200536904225,0.30896040249531936,0.38439891344431676,1.7786534254733037,1.0163746005330112,1.229898989907582,0.10746886216177409,0.999999997642057,0.4,0.6791771736713186,0.9399132296914737,0.7772969848307918,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,6,0.0528623336999837,0.28447896322591376,0.36950468400406616,1.6396699249972837,1.0137055262925767,1.170661001925517,0.09088818628168371,0.9999999998804683,0.1,0.06008728241440847,0.09534843708616762,0.017986515108266658,"{'I': 0, 'W': 1, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,7,0.15927708867193432,0.3348610083470568,0.9555897816204165,1.4854698107269706,1.1059903392342991,1.2288343868317537,0.4536235156916847,0.9999999752790729,0.05,0.004070166456724553,0.06008660522288418,0.06008620937143428,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,1.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,8,0.0381958327521841,0.2838916697223099,0.22914041637635335,1.3063958329743612,1.0086538071863929,1.1492117362125087,0.05038578445739572,0.9999999253905564,0.1,0.060086909176069486,0.43782250813117335,0.06008697086574074,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,9,0.061516594612301266,0.37624053912122224,0.3690449226742046,1.6898517047566344,1.018567328936631,1.2415843508573188,0.10450833292363693,0.9999999999999636,0.3,0.8175689682418961,0.9947798505669038,0.26894139955174595,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,10,0.07373904873743291,0.42977984186659246,0.14680591302017734,2.1562123148303742,1.0159333010200364,1.2836301295687182,0.031120855548428472,1.0,0.3,0.6791778359103042,0.9914224738925173,0.679173984778148,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,True,0.6666666666666666,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,11,0.01895256281334418,0.4643480731554274,0.11365122192408243,2.2661842145660684,1.003477904845711,1.294500256546885,0.020615754316954726,1.0,0.3,0.9706875002580133,0.9890128270881097,0.9525717737655832,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,12,0.0024949924978721265,0.4881482339214882,0.0038797649318581253,2.0072623450395164,1.0002693390352464,1.3366973483414186,0.0005384605180738244,1.0,0.3,0.8519518948967353,0.9890128885134595,0.6224529196951876,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,13,0.04300415551746587,0.4467644955305011,0.25795993616640017,2.0497278423378873,1.0102381771909614,1.3070002973727024,0.05928657829288653,1.0,0.3,0.7772988936697108,0.9706875397491879,0.43782129235620687,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,14,0.059375648429488545,0.43424629422190847,0.11832081228643128,2.003641132025103,1.011682399851297,1.2869873592263987,0.022961650043979542,1.0,0.4,0.8807963449375514,0.9626721267102502,0.9706867717269826,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,15,0.04848139752335369,0.44957511403754236,0.0962742790059109,2.109719479329229,1.008303502635566,1.2763745109114981,0.016402427313183865,1.0,0.7,0.9984988104715472,0.9984988034057621,0.9914220087036972,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,16,0.09671486123535519,0.4857697058309893,0.18989293053529194,2.3721162058614844,1.0215897433190777,1.3490729226215148,0.04182033010238029,1.0,0.4,0.9706874597053261,0.9933070345199077,0.8519513912655315,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,17,0.11922811231291387,0.4862277338948827,0.7152005726009135,2.2114018885370363,1.0599191194610933,1.3275423624687988,0.2947166322855548,1.0,0.4,0.924140380728832,0.9399127231064159,0.9399127484226195,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,18,0.334355396321252,0.4523789981959884,0.6681004885330178,2.1848985774066105,1.2679454659065104,1.2886940717216542,0.37798787586843907,1.0,0.4,0.9859359536146616,0.993306999587941,0.8807935141349262,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,19,0.30680308945756823,0.4645124925513328,0.6113814315757172,2.0897729615509406,1.1447177804228768,1.3012329661808162,0.2368618887686369,1.0,0.3,0.8175694947740552,0.9890129060428465,0.679160799688335,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,20,0.3448293681510505,0.40337405946092114,0.6782326884652168,1.938103324293805,1.630506787708609,1.2528901123166727,0.6238554463959424,1.0,0.2,0.3775402945545452,0.6791772859959372,0.6224580394258181,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,21,0.296561833445327,0.4917115083474442,0.5904838951910503,1.8845195076683179,1.1703744032822159,1.333956019747863,0.2699537574229397,1.0,0.4,0.9959297813991174,0.9980732392464272,0.9706865194577728,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,22,0.11291609685397258,0.4939067571924979,0.6769931054770683,2.227913024091604,1.0683494659588462,1.3270731084878526,0.3274571243950921,1.0,0.5,0.9820136944309593,0.9859362024790599,0.9890130034327714,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,23,0.002517019202174204,0.379776743306147,0.0048843051947147,1.8345151874054548,1.0002889842559073,1.2400238173796374,0.0005777180726137532,1.0,0.4,0.9046501828831388,0.9770224306775768,0.6224584522010526,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,24,0.014903788861912952,0.4272791879466124,0.08936345104330444,2.175043076059441,1.0025554104929446,1.272803757880308,0.015196259513587607,1.0,0.3,0.9820136951058279,0.9984987931753764,0.9820136564690037,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,25,0.3182134755877706,0.42064499763810476,0.6346728891444829,2.2602442410200347,1.21408618608182,1.2653365433696053,0.32157637273844675,1.0,0.4,0.9241415526218277,0.9859362865784241,0.9399124956153954,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,26,0.33256060367049217,0.4863629274840284,0.6644260692643545,1.9956840064178751,1.7715327399194825,1.357971259884721,0.6813590163986241,1.0,0.3,0.9046500536406447,0.994779832941948,0.8807962026564331,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,27,0.04392184683876044,0.4379171822288375,0.08574519093191652,1.8029572614059548,1.0079864863091759,1.2808163285644147,0.015783638217841567,1.0,0.4,0.8807964799166261,0.9959298104178983,0.880795271126554,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,28,0.3330416497370376,0.4445305246069414,0.6649298163894563,1.7629890632182506,1.7716174756820107,1.2712652898774066,0.6813894966138874,1.0,0.5,0.9890130212637158,0.9990889400517755,0.9820135899812573,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,29,0.005088953907991541,0.4524380476732232,0.00779992943185858,1.9016716723417164,1.0005955048926762,1.3026076357560168,0.0011899467512186401,0.9999999999999998,0.4,0.9399117821000665,0.99849875113546,0.9241414723977659,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,30,0.14387579435699224,0.491481411708144,0.7793654388515461,2.0347603098337155,1.0905640332918274,1.3504245561917068,0.40558059802662005,1.0,0.3,0.9914224440712455,0.9988304737561859,0.9890128071889851,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,31,0.1841423679489131,0.41362989519780047,0.3669197563623703,2.0963406109343743,1.0515981891899069,1.2793059703857197,0.09572538207360193,0.9999999999999999,0.3,0.8807957804886778,0.97068750272279,0.9046476264033275,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,32,0.14334920519736635,0.4661465141506862,0.28485903511137745,2.406127073792286,1.0370635551848024,1.300748454143217,0.07020061376481956,1.0,0.7,0.9241411413188079,0.9994472042237749,0.9525738199715746,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,33,0.03067586307285076,0.4029463445662481,0.05734603169552439,2.009440738886049,1.004980928877807,1.249766672132838,0.009887920039309606,1.0,0.7,0.9626730409731412,0.9933070905800099,0.9770224549953751,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,34,0.02256381692318554,0.48520321961857665,0.13449027964723925,2.481330523532877,1.0042243100069865,1.3352530702188865,0.024975300948523516,1.0,0.6,0.9890130392454911,0.9992903257659256,0.9046500407575421,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,0.6666666666666666,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,35,0.07766929898022493,0.47048173407339866,0.45773166664136,2.160736616042987,1.0250474854314233,1.3091114088502491,0.13794278223592493,1.0,0.7,0.9990889432871284,0.9988304789103473,0.9975273041788043,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",False,True,False,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,36,0.119117272326304,0.4235197392745941,0.8334202180993339,2.0664862765207426,1.0556037584695976,1.2873072916525454,0.3153107566676582,0.9999999999999967,0.1,0.26894142682754757,0.9706875212832214,0.9046498613459629,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,37,0.3576153568194184,0.4176330164535177,0.7147634777398819,1.6853264927182636,1.7836831186666218,1.2509031916885986,0.6856853700792869,0.999999999999992,0.3,0.49999900009283693,0.8807967935988378,0.4999983647665595,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,38,0.38898738608964994,0.4185820521636277,0.7773837002705732,2.155843883418523,1.3484657675582772,1.2449721767183708,0.45005387242133854,0.9999999999999998,0.3,0.9046466187631911,0.9890129026359601,0.6224549427333389,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,39,0.1281998700085538,0.22553691702669357,0.7671537987746103,1.9684582143425027,1.073448721951273,1.1460423631847474,0.346399793962199,1.0,0.5,0.9890130287127138,0.997527332658235,0.994779842592649,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,40,0.0038513429539035015,0.45452853434869317,0.007423586441520526,2.0526681928883868,1.0004714906342835,1.3041097513442959,0.000942314777321207,1.0,0.4,0.9626723041237888,0.9890129451467284,0.8519521376493211,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,41,0.2733646611999484,0.4264609342571307,0.5463589894482355,1.9520468921118428,1.1142957216211924,1.2709488966182867,0.19462327614182928,1.0,0.4,0.962672543245331,0.9980732458266115,0.9890127199778544,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,42,0.0647349385436418,0.4387225675373388,0.3881486977890047,2.27874625308151,1.0179356960936063,1.2864422516491785,0.10116922160884323,1.0,0.3,0.9241417164989805,0.9914223886689016,0.777299339207635,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,43,0.013027361072309656,0.507587318207428,0.019647988160202006,2.116046709050611,1.0017812033264255,1.3272721450042353,0.0035529111515486544,1.0,0.3,0.9820130656799392,0.9890126195731007,0.5621744039916009,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,True,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,44,0.14522487297233974,0.41787668567438846,0.2899721563233339,2.3007033894448146,1.0376624995495614,1.2785526329979093,0.07127367438076426,1.0,0.3,0.9706867811732813,0.989012792834966,0.9706870634261011,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,45,0.14876664735921197,0.43868640988159213,0.2955066788244579,2.3988545309663336,1.037586095848396,1.3028525394660706,0.07113689394111189,1.0,0.3,0.9241415002182991,0.9992902977019226,0.9770224991120241,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,46,0.19459035259649862,0.4743123352195879,0.3880388831970931,2.1019430913984296,1.0548117525110088,1.3107053797763377,0.10122687018159693,1.0,0.3,0.9626730442944252,0.9859362104949085,0.9046501574283664,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,47,0.32339966989900265,0.4732854868955893,0.6402885866078488,2.1188307890411946,1.176954717669708,1.2953100943839326,0.2780942651335808,1.0,0.3,0.9933071029773695,0.9968272869236815,0.9525737205926235,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,48,0.28819071509548466,0.4902221853816883,0.5720254928047129,1.9466797415768726,1.1388848308548378,1.3149508760696447,0.22902484489056696,1.0,0.4,0.989012991114367,0.9968272795400827,0.8519518181653706,"{'I': 1, 'W': 0, 'R': 1, 'C': 'free'}",True,False,True,0.0,3
look_at_obj_in_light-Box-None-DeskLamp-205/trial_T20190907_074425_330493,49,0.09839105484743543,0.4332311982072884,0.5901901307371928,2.236963664780257,1.0389664325537218,1.294540585560085,0.20495648091457308,1.0,0.6,0.9046501427583487,0.9959297714716132,0.9820135337786673,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",True,True,True,0.0,3
look_at_obj_in_light-CD-None-DeskLamp-302/trial_T20190907_154618_526741,1,0.0001211117470415713,0.3018840591532982,0.0006869038118138604,1.249294920755451,1.0000108279093347,1.192973233996312,6.496499396335675e-05,0.9999571402027372,0.15,0.0007096756297974299,0.022977333231007417,0.010986993442284107,"{'I': 1, 'W': 0, 'R': 1, 'C': 'cheap'}",False,True,True,1.0,3
