construct,dataset,assessor,target,t,phat_mean,cut_mean
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1620,0.4837,0.0664
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1640,0.4842,0.0650
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1660,0.4841,0.0664
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1680,0.4835,0.0651
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1700,0.4834,0.0661
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1720,0.4832,0.0653
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1740,0.4838,0.0662
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1760,0.4834,0.0666
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1780,0.4842,0.0701
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1800,0.4847,0.0749
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1820,0.4843,0.0737
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1840,0.4853,0.0739
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1860,0.4852,0.0740
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1880,0.4847,0.0729
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1900,0.4842,0.0726
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1920,0.4845,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1940,0.4845,0.0739
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1960,0.4848,0.0741
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,1980,0.4848,0.0723
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2000,0.4844,0.0726
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2020,0.4845,0.0712
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2040,0.4840,0.0717
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2060,0.4845,0.0701
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2080,0.4856,0.0714
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2100,0.4856,0.0729
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2120,0.4859,0.0722
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2140,0.4863,0.0732
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2160,0.4869,0.0705
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2180,0.4867,0.0694
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2200,0.4861,0.0713
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2220,0.4846,0.0692
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2240,0.4831,0.0660
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2260,0.4824,0.0689
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2280,0.4811,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2300,0.4806,0.0653
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2320,0.4815,0.0656
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2340,0.4820,0.0649
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2360,0.4825,0.0689
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2380,0.4822,0.0664
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2400,0.4825,0.0656
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2420,0.4827,0.0632
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2440,0.4822,0.0669
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2460,0.4817,0.0671
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2480,0.4815,0.0648
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2500,0.4824,0.0667
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2520,0.4835,0.0654
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2540,0.4829,0.0649
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2560,0.4825,0.0659
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2580,0.4818,0.0664
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2600,0.4815,0.0642
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2620,0.4811,0.0633
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2640,0.4808,0.0633
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2660,0.4813,0.0613
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2680,0.4816,0.0628
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2700,0.4820,0.0629
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2720,0.4816,0.0629
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2740,0.4815,0.0643
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2760,0.4813,0.0642
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2780,0.4815,0.0661
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2800,0.4816,0.0653
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2820,0.4815,0.0653
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2840,0.4817,0.0645
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2860,0.4814,0.0645
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2880,0.4810,0.0656
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2900,0.4821,0.0664
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2920,0.4827,0.0663
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2940,0.4834,0.0665
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2960,0.4839,0.0676
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,2980,0.4829,0.0667
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3000,0.4823,0.0648
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3020,0.4823,0.0651
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3040,0.4826,0.0640
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3060,0.4832,0.0653
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3080,0.4835,0.0678
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3100,0.4842,0.0656
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3120,0.4846,0.0693
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3140,0.4853,0.0693
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3160,0.4853,0.0690
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3180,0.4854,0.0697
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3200,0.4857,0.0706
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3220,0.4856,0.0704
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3240,0.4858,0.0706
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3260,0.4855,0.0706
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3280,0.4851,0.0684
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3300,0.4849,0.0685
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3320,0.4846,0.0655
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3340,0.4845,0.0680
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3360,0.4846,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3380,0.4855,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3400,0.4852,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3420,0.4843,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3440,0.4840,0.0673
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3460,0.4838,0.0670
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3480,0.4840,0.0683
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3500,0.4846,0.0688
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3520,0.4853,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3540,0.4856,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3560,0.4857,0.0699
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3580,0.4861,0.0714
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3600,0.4867,0.0710
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3620,0.4869,0.0709
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3640,0.4871,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3660,0.4870,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3680,0.4865,0.0707
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3700,0.4865,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3720,0.4870,0.0698
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3740,0.4868,0.0693
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3760,0.4872,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3780,0.4873,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3800,0.4875,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3820,0.4875,0.0727
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3840,0.4872,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3860,0.4874,0.0695
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3880,0.4880,0.0711
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3900,0.4891,0.0699
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3920,0.4901,0.0724
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3940,0.4905,0.0744
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3960,0.4905,0.0758
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,3980,0.4907,0.0758
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4000,0.4910,0.0727
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4020,0.4911,0.0743
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4040,0.4910,0.0758
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4060,0.4911,0.0759
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4080,0.4910,0.0759
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4100,0.4909,0.0759
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4120,0.4910,0.0759
judgment,alfworld,Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,4140,0.4915,0.0759
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,0,0.5716,0.9948
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,29,0.5716,0.9948
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,58,0.5716,0.9948
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,87,0.5716,0.9948
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,116,0.7830,0.8963
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,145,0.7803,0.8940
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,174,0.7833,0.9044
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,203,0.7799,0.9054
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,232,0.7778,0.8982
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,261,0.7866,0.9227
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,290,0.7848,0.9192
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,319,0.7833,0.9243
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,348,0.7877,0.9347
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,377,0.7861,0.9294
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,406,0.7873,0.9397
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,435,0.7852,0.9411
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,464,0.7850,0.9350
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,493,0.7838,0.9314
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,522,0.7843,0.9330
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,551,0.7849,0.9378
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,580,0.7838,0.9310
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,609,0.7837,0.9332
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,638,0.7851,0.9358
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,667,0.7860,0.9390
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,696,0.7855,0.9384
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,725,0.7865,0.9362
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,754,0.7847,0.9323
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,783,0.7856,0.9306
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,812,0.7856,0.9333
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,841,0.7843,0.9307
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,870,0.7844,0.9293
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,899,0.7842,0.9312
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,928,0.7837,0.9300
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,957,0.7838,0.9303
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,986,0.7813,0.9249
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1015,0.7810,0.9225
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1044,0.7819,0.9281
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1073,0.7826,0.9264
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1102,0.7826,0.9252
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1131,0.7829,0.9290
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1160,0.7812,0.9232
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1189,0.7815,0.9196
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1218,0.7801,0.9196
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1247,0.7800,0.9241
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1276,0.7799,0.9230
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1305,0.7800,0.9226
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1334,0.7803,0.9216
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1363,0.7793,0.9213
judgment,alfworld,Llama-3.3-70B-Instruct,Mistral-7B-Instruct-v0.3,1392,0.7799,0.9202
